Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
TCGA-DK-A1A6-01A-11D-A13V-01	21	17717979	18526863	510	1.8991
TCGA-DK-A1A6-01A-11D-A13V-01	21	18529433	18529990	2	0.2797
TCGA-DK-A1A6-01A-11D-A13V-01	21	18533816	19534836	644	1.9805
TCGA-DK-A1A6-01A-11D-A13V-01	21	19535392	20742928	811	2.3137
TCGA-DK-A1A6-01A-11D-A13V-01	21	20753561	47678774	17172	-0.1365
TCGA-DK-A1A6-01A-11D-A13V-01	22	17423930	49331012	16923	0.2127
TCGA-DK-A1A6-01A-11D-A13V-01	23	3157107	9751763	1633	-0.0284
TCGA-DK-A1A6-01A-11D-A13V-01	23	9757525	12235902	1318	0.9113
TCGA-DK-A1A6-01A-11D-A13V-01	23	12238677	24279601	5963	-0.019
TCGA-DK-A1A6-01A-11D-A13V-01	23	24281833	24281900	2	-2.0187
TCGA-DK-A1A6-01A-11D-A13V-01	23	24282005	48601224	11448	-0.0304
TCGA-DK-A1A6-01A-11D-A13V-01	23	48613190	48631250	11	0.3399
TCGA-DK-A1A6-01A-11D-A13V-01	23	48632086	118627628	27026	-0.0215
TCGA-DK-A1A6-01A-11D-A13V-01	23	118629791	119078918	234	-0.2566
TCGA-DK-A1A6-01A-11D-A13V-01	23	119081271	154905589	16041	-0.0306
